Holdings details

Total World Stock ETF (VT)


Equity,as of 05/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,6771689,Samsung Electro-Mechanics Co Ltd,009150,0.07%,Electronic Components,KR,---,"$63,583,078.91","44,980"
,2517382,United Parcel Service Inc,UPS,0.07%,Air Freight & Logistics,US,---,"$63,305,791.78","593,362"
,BKT9Y49,Datadog Inc,DDOG,0.07%,Application Software,US,---,"$63,263,720.10","255,766"
,2937667,Waste Management Inc,WM,0.07%,Environmental & Facilities Services,US,---,"$62,955,025.36","297,716"
,2567741,Marsh & McLennan Cos Inc,MRSH,0.06%,Insurance Brokers,US,---,"$62,827,257.68","392,744"
,5902941,Nokia Oyj,NOKIA,0.06%,Communications Equipment,FI,---,"$62,426,067.97","4,250,205"
,BFZ1K46,Spotify Technology SA,SPOT,0.06%,Movies & Entertainment,US,---,"$62,285,149.68","125,151"
,6065586,ANZ Group Holdings Ltd,ANZ,0.06%,Diversified Banks,AU,---,"$61,845,962.59","2,442,645"
,6467803,ITOCHU Corp,8001,0.06%,Trading Companies & Distributors,JP,---,"$61,822,445.19","5,113,640"
,BJXC5M2,Cloudflare Inc,NET,0.06%,Internet Services & Infrastructure,US,---,"$61,789,604.58","255,519"
,BYYHL23,Anheuser-Busch InBev SA/NV,ABI,0.06%,Brewers,BE,---,"$61,767,818.84","771,446"
,B3NB1P2,Suncor Energy Inc,SU,0.06%,Integrated Oil & Gas,CA,---,"$61,723,821.33","987,531"
,6597067,Mitsubishi Heavy Industries Ltd,7011,0.06%,Industrial Machinery & Supplies & Components,JP,---,"$61,682,264.31","2,609,370"
,2648806,Northrop Grumman Corp,NOC,0.06%,Aerospace & Defense,US,---,"$61,234,249.44","108,633"
,B665KZ5,General Motors Co,GM,0.06%,Automobile Manufacturers,US,---,"$61,182,065.92","735,008"
,B3K3L40,Marathon Petroleum Corp,MPC,0.06%,Oil & Gas Refining & Marketing,US,---,"$61,038,455.97","245,361"
,2041364,Valero Energy Corp,VLO,0.06%,Oil & Gas Refining & Marketing,US,---,"$60,628,204.08","247,644"
,BMG3GS6,SK Square Co Ltd,402340,0.06%,Industrial Conglomerates,KR,---,"$60,530,446.25","72,997"
,2746711,Ross Stores Inc,ROST,0.06%,Apparel Retail,US,---,"$60,446,538.77","260,849"
,7088429,AXA SA,CS,0.06%,Multi-line Insurance,FR,---,"$60,023,384.72","1,301,649"
,BYVMW06,Hilton Worldwide Holdings Inc,HLT,0.06%,"Hotels, Resorts & Cruise Lines",US,---,"$60,022,724.76","183,186"
,B65LWX6,O'Reilly Automotive Inc,ORLY,0.06%,Automotive Retail,US,---,"$59,703,588.48","687,196"
,B01Z7J1,Monolithic Power Systems Inc,MPWR,0.06%,Semiconductors,US,---,"$59,680,432.05","38,105"
,BHJ0775,Cigna Group/The,CI,0.06%,Health Care Services,US,---,"$59,444,878.20","214,293"
,B01ZKD6,CRH PLC,CRH,0.06%,Construction Materials,US,---,"$59,180,563.31","543,989"
,2318024,EOG Resources Inc,EOG,0.06%,Oil & Gas Exploration & Production,US,---,"$58,813,777.62","440,949"
,2754907,Royal Caribbean Cruises Ltd,RCL,0.06%,"Hotels, Resorts & Cruise Lines",US,---,"$58,761,009.61","206,447"
,B1XH026,Vinci SA,DG,0.06%,Construction & Engineering,FR,---,"$58,751,804.12","403,964"
,BNM23Q1,Barrick Mining Corp,ABX,0.06%,Gold,CA,---,"$58,272,955.21","1,363,973"
,BP0TQN6,Robinhood Markets Inc,HOOD,0.06%,Investment Banking & Brokerage,US,---,"$58,156,130.20","616,714"
,2113434,Boston Scientific Corp,BSX,0.06%,Health Care Equipment,US,---,"$57,966,589.28","1,199,888"
,2209106,Colgate-Palmolive Co,CL,0.06%,Household Products,US,---,"$57,858,412.72","641,944"
,B78C4Y8,Phillips 66,PSX,0.06%,Oil & Gas Refining & Marketing,US,---,"$57,587,860.76","327,427"
,BT6C8Z3,Rocket Lab Corp,RKLB,0.06%,Aerospace & Defense,US,---,"$57,179,649.60","398,520"
,2457552,Illinois Tool Works Inc,ITW,0.06%,Industrial Machinery & Supplies & Components,US,---,"$57,092,006.40","230,880"
,2252058,Moody's Corp,MCO,0.06%,Financial Exchanges & Data,US,---,"$57,050,577.50","125,870"
,BSZ2BY7,ICICI Bank Ltd,ICICIBC,0.06%,Diversified Banks,IN,---,"$56,863,232.96","4,301,549"
,2804211,Sherwin-Williams Co/The,SHW,0.06%,Specialty Chemicals,US,---,"$56,560,423.68","186,152"
,B11FJK3,TransDigm Group Inc,TDG,0.06%,Aerospace & Defense,US,---,"$56,426,843.76","44,843"
,BJMY6G0,TC Energy Corp,TRP,0.06%,Oil & Gas Storage & Transportation,CA,---,"$55,754,785.64","836,777"
,5294121,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,MUV2,0.06%,Reinsurance,DE,---,"$55,590,887.71","105,853"
,5334588,Rheinmetall AG,RHM,0.06%,Aerospace & Defense,DE,---,"$55,514,697.36","36,873"
,2615468,Ford Motor Co,F,0.06%,Automobile Manufacturers,US,---,"$55,494,359.04","3,182,016"
,2641894,Norfolk Southern Corp,NSC,0.06%,Rail Transportation,US,---,"$55,425,870.08","181,748"
,BP9DL90,Industria de Diseno Textil SA,ITX,0.06%,Apparel Retail,ES,---,"$55,227,554.92","896,126"
,B1G1QD8,Industrial & Commercial Bank of China Ltd,1398,0.06%,Diversified Banks,HK,---,"$54,873,032.75","64,796,245"
,2026242,American Electric Power Co Inc,AEP,0.06%,Electric Utilities,US,---,"$54,456,699.70","429,910"
,B5BKPQ4,Motorola Solutions Inc,MSI,0.06%,Communications Equipment,US,---,"$54,321,816.00","134,700"
,2180632,Canadian National Railway Co,CNR,0.06%,Rail Transportation,CA,---,"$53,955,329.85","455,654"
,BLP1HW5,Aon PLC,AON,0.06%,Insurance Brokers,US,---,"$53,779,821.42","170,157"
,2812452,Simon Property Group Inc,SPG,0.06%,Retail REITs,US,---,"$53,232,339.44","259,784"
,BMV7PQ4,Investor AB,INVEB,0.05%,Multi-Sector Holdings,SE,---,"$53,103,373.09","1,292,322"
,B03GQS4,Digital Realty Trust Inc,DLR,0.05%,Data Center REITs,US,---,"$53,011,140.00","279,006"
,BG1FRR1,KKR & Co Inc,KKR,0.05%,Asset Management & Custody Banks,US,---,"$52,802,209.98","550,367"
,BM8PJY7,NatWest Group PLC,NWG,0.05%,Diversified Banks,GB,---,"$52,564,355.08","6,535,632"
,6451055,Hyundai Motor Co,005380,0.05%,Automobile Manufacturers,KR,---,"$52,527,424.19","109,787"
,6948836,Wesfarmers Ltd,WES,0.05%,Broadline Retail,AU,---,"$52,514,263.37","917,668"
,BYVW0F7,PDD HOLDINGS INC,PDD,0.05%,Broadline Retail,US,ADR,"$52,410,134.76","620,679"
,2492519,Manulife Financial Corp,MFC,0.05%,Life & Health Insurance,CA,---,"$52,243,452.78","1,365,929"
,2036047,Comfort Systems USA Inc,FIX,0.05%,Construction & Engineering,US,---,"$52,023,543.76","28,456"
,BDHLTQ5,Baker Hughes Co,BKR,0.05%,Oil & Gas Equipment & Services,US,---,"$51,878,928.28","812,131"
,2134781,United Rentals Inc,URI,0.05%,Trading Companies & Distributors,US,---,"$51,754,926.60","51,980"
,5253973,Hermes International SCA,RMS,0.05%,"Apparel, Accessories & Luxury Goods",FR,---,"$51,728,247.67","27,681"
,BRC3N84,TE Connectivity PLC,TEL,0.05%,Electronic Manufacturing Services,US,---,"$51,719,700.09","242,349"
,BNG8Z81,Coherent Corp,COHR,0.05%,Electronic Components,US,---,"$51,435,373.65","142,295"
,BM8JYX3,Warner Bros Discovery Inc,WBD,0.05%,Movies & Entertainment,US,---,"$51,184,868.34","1,895,034"
,2730190,Regeneron Pharmaceuticals Inc,REGN,0.05%,Biotechnology,US,---,"$51,026,740.00","83,000"
,2304227,Ecolab Inc,ECL,0.05%,Specialty Chemicals,US,---,"$51,010,816.00","199,261"
,2769503,Travelers Cos Inc/The,TRV,0.05%,Property & Casualty Insurance,US,---,"$50,912,329.47","174,423"
,BFXZDY1,ASE Technology Holding Co Ltd,3711,0.05%,Semiconductors,TW,---,"$50,804,113.28","2,659,158"
,BF13KN5,Wheaton Precious Metals Corp,WPM,0.05%,Gold,CA,---,"$50,414,316.73","374,966"
,BG0ZMJ9,Xiaomi Corp,1810,0.05%,"Technology Hardware, Storage & Peripherals",HK,---,"$50,339,703.92","14,055,600"
,BDD1BB8,Bloom Energy Corp,BE,0.05%,Heavy Electrical Equipment,US,---,"$50,156,295.00","175,987"
,2011602,Air Products and Chemicals Inc,APD,0.05%,Industrial Gases,US,---,"$50,025,385.14","179,547"
,BFM0SV9,Nordea Bank Abp,NDA,0.05%,Diversified Banks,FI,---,"$49,931,261.43","2,606,031"
,B4MGBG6,HCA Healthcare Inc,HCA,0.05%,Health Care Facilities,US,---,"$49,841,983.26","131,669"
,BZ07BW4,Monster Beverage Corp,MNST,0.05%,Soft Drinks & Non-alcoholic Beverages,US,---,"$49,727,325.60","564,570"
,BKP7287,Truist Financial Corp,TFC,0.05%,Regional Banks,US,---,"$49,526,470.47","1,027,307"
,6267359,Hong Kong Exchanges & Clearing Ltd,388,0.05%,Financial Exchanges & Data,HK,---,"$49,503,859.56","969,524"
,BYM9ZP2,Lumentum Holdings Inc,LITE,0.05%,Communications Equipment,US,---,"$49,164,474.80","57,505"
,B2B0DG9,RELX PLC,REL,0.05%,Research & Consulting Services,GB,---,"$48,769,508.80","1,494,438"
,B3NQ4P8,Kinder Morgan Inc,KMI,0.05%,Oil & Gas Storage & Transportation,US,---,"$48,516,998.88","1,561,036"
,BQZJ0Q9,Keysight Technologies Inc,KEYS,0.05%,Electronic Equipment & Instruments,US,---,"$48,161,275.50","142,350"
,2884183,Teradyne Inc,TER,0.05%,Semiconductor Materials & Equipment,US,---,"$48,124,662.39","128,569"
,2196286,Vale SA,VALE3,0.05%,Steel,BR,---,"$47,944,547.34","2,920,293"
,B0SWJX3,London Stock Exchange Group PLC,LSEG,0.05%,Financial Exchanges & Data,GB,---,"$47,942,820.12","396,224"
,BK9DTN5,L3Harris Technologies Inc,LHX,0.05%,Aerospace & Defense,US,---,"$47,803,350.60","151,670"
,B28YTC2,Macquarie Group Ltd,MQG,0.05%,Diversified Capital Markets,AU,---,"$47,466,276.70","276,805"
,7212477,EssilorLuxottica SA,EL,0.05%,Health Care Supplies,FR,---,"$47,416,243.80","234,595"
,2259101,Target Corp,TGT,0.05%,Consumer Staples Merchandise Retail,US,---,"$47,333,702.07","372,501"
,BN13P03,DoorDash Inc,DASH,0.05%,Restaurants,US,---,"$47,327,129.77","297,113"
,6858708,Sumitomo Electric Industries Ltd,5802,0.05%,Automotive Parts & Equipment,JP,---,"$47,227,118.25","612,300"
,2197137,Cintas Corp,CTAS,0.05%,Diversified Support Services,US,---,"$47,138,801.22","275,247"
,BTK05J6,Anglo American PLC,AAL,0.05%,Diversified Metals & Mining,GB,---,"$47,120,572.99","880,473"
,B0F9V20,Oversea-Chinese Banking Corp Ltd,OCBC,0.05%,Diversified Banks,SG,---,"$47,114,655.10","2,566,938"
,BLDBN41,Atlas Copco AB,ATCOA,0.05%,Industrial Machinery & Supplies & Components,SE,---,"$47,114,413.97","2,463,975"
,2651086,Nucor Corp,NUE,0.05%,Steel,US,---,"$46,915,250.00","187,661"
,BYVYWS0,Hewlett Packard Enterprise Co,HPE,0.05%,"Technology Hardware, Storage & Peripherals",US,---,"$46,684,541.12","1,084,678"
,2353058,Flex Ltd,FLEX,0.05%,Electronic Manufacturing Services,US,---,"$46,592,829.36","309,012"
,6442327,Bharti Airtel Ltd,BHARTI,0.05%,Wireless Telecommunication Services,IN,---,"$46,522,794.99","2,417,993"
,5750355,Deutsche Bank AG,DBK,0.05%,Diversified Capital Markets,DE,---,"$46,373,355.72","1,431,051"
,6441506,Hoya Corp,7741,0.05%,Health Care Supplies,JP,---,"$46,354,461.21","272,951"
,2138158,Sempra,SRE,0.05%,Multi-Utilities,US,---,"$46,206,507.21","518,417"
,5966516,Societe Generale SA,GLE,0.05%,Diversified Banks,FR,---,"$45,904,379.59","552,259"
,2665861,PACCAR Inc,PCAR,0.05%,Construction Machinery & Heavy Transportation Equipment,US,---,"$45,789,312.27","414,871"
,2542049,Dominion Energy Inc,D,0.05%,Multi-Utilities,US,---,"$45,766,944.94","683,701"
,BMGYYH4,Airbnb Inc,ABNB,0.05%,"Hotels, Resorts & Cruise Lines",US,---,"$45,652,276.12","342,452"
,B1YW1V6,Air Liquide SA,AIRB,0.05%,Industrial Gases,FR,---,"$45,528,742.21","220,389"
,2077303,National Bank of Canada,NA,0.05%,Diversified Banks,CA,---,"$45,520,087.49","311,693"
,BJDS7L3,Prosus NV,PRX,0.05%,Broadline Retail,NL,---,"$45,042,680.47","990,394"
,2724193,Realty Income Corp,O,0.05%,Retail REITs,US,---,"$44,878,285.44","732,348"
,4617859,Deutsche Post AG,DHL,0.05%,Air Freight & Logistics,DE,---,"$44,530,672.48","747,694"
,B55PZY3,Targa Resources Corp,TRGP,0.05%,Oil & Gas Storage & Transportation,US,---,"$44,452,579.32","174,276"
,BD6K457,Compass Group PLC,CPG,0.05%,Restaurants,GB,---,"$44,350,525.73","1,382,917"
,BZ8VJQ8,Vistra Corp,VST,0.05%,Independent Power Producers & Energy Traders,US,---,"$44,311,446.27","276,549"
,BN44JF6,Apollo Global Management Inc,APO,0.05%,Diversified Financial Services,US,---,"$43,864,496.71","340,801"
,2380863,WW Grainger Inc,GWW,0.05%,Trading Companies & Distributors,US,---,"$43,783,429.76","35,474"
,2640147,NIKE Inc,NKE,0.05%,Footwear,US,---,"$43,703,715.42","945,354"
,5086577,BASF SE,BAS,0.05%,Diversified Chemicals,DE,---,"$43,658,879.71","737,322"
,2019952,Allstate Corp/The,ALL,0.04%,Property & Casualty Insurance,US,---,"$43,466,647.99","210,911"
,BK73B42,Corteva Inc,CTVA,0.04%,Fertilizers & Agricultural Chemicals,US,---,"$43,300,973.40","553,155"
,7021963,Deutsche Boerse AG,DB1,0.04%,Financial Exchanges & Data,DE,---,"$43,170,627.28","149,840"
,6572707,Panasonic Holdings Corp,6752,0.04%,Consumer Electronics,JP,---,"$43,037,127.09","1,862,759"
,2130109,ONEOK Inc,OKE,0.04%,Oil & Gas Storage & Transportation,US,---,"$42,504,026.28","506,362"
,BNHKYX4,Argenx SE,ARGX,0.04%,Biotechnology,BE,---,"$42,458,735.40","50,792"
,2026361,Aflac Inc,AFL,0.04%,Life & Health Insurance,US,---,"$42,453,839.12","377,636"
,B1QH830,Volvo AB,VOLVB,0.04%,Construction Machinery & Heavy Transportation Equipment,SE,---,"$42,215,634.73","1,199,096"
,BGJW376,Meituan,3690,0.04%,Restaurants,HK,---,"$42,180,841.32","4,340,227"
,B12LZH9,Al Rajhi Bank,RJHI,0.04%,Diversified Banks,SA,---,"$42,120,478.71","2,381,882"
,6916628,United Microelectronics Corp,2303,0.04%,Semiconductors,TW,---,"$42,101,762.65","9,351,898"
,2754060,Rockwell Automation Inc,ROK,0.04%,Electrical Components & Equipment,US,---,"$41,769,960.24","92,604"
,6220103,Rio Tinto Ltd,RIO,0.04%,Diversified Metals & Mining,AU,---,"$41,732,957.47","312,035"
,2089212,AMETEK Inc,AME,0.04%,Electrical Components & Equipment,US,---,"$41,679,939.95","184,547"
,BK4N0D7,Carrier Global Corp,CARR,0.04%,Building Products,US,---,"$41,382,650.40","647,920"
,2359506,Arthur J Gallagher & Co,AJG,0.04%,Insurance Brokers,US,---,"$41,359,880.38","205,658"
,2592174,Microchip Technology Inc,MCHP,0.04%,Semiconductors,US,---,"$41,143,976.40","434,696"
,6869302,TDK Corp,6762,0.04%,Electronic Components,JP,---,"$41,106,968.46","1,587,000"
,2480677,Devon Energy Corp,DVN,0.04%,Oil & Gas Exploration & Production,US,---,"$41,106,357.54","923,946"
,2332262,Fastenal Co,FAST,0.04%,Trading Companies & Distributors,US,---,"$41,094,463.80","929,739"
,2310194,Electronic Arts Inc,EA,0.04%,Interactive Home Entertainment,US,---,"$41,058,492.24","203,542"
,B1W4V69,Prysmian SpA,PRY,0.04%,Electrical Components & Equipment,IT,---,"$41,046,204.37","238,271"
,6870445,Takeda Pharmaceutical Co Ltd,4502,0.04%,Pharmaceuticals,JP,---,"$40,930,439.17","1,282,239"
,B01FLR7,Ping An Insurance Group Co of China Ltd,2318,0.04%,Life & Health Insurance,HK,---,"$40,528,054.41","5,291,466"
,7145056,Eni SpA,ENI,0.04%,Integrated Oil & Gas,IT,---,"$40,520,954.50","1,548,786"
,2293819,eBay Inc,EBAY,0.04%,Broadline Retail,US,---,"$40,514,147.17","370,771"
,5165294,ASM International NV,ASM,0.04%,Semiconductor Materials & Equipment,NL,---,"$40,443,802.73","38,761"
,2974329,Strategy Inc,MSTR,0.04%,Application Software,US,---,"$40,407,269.10","253,990"
,2583576,ON Semiconductor Corp,ON,0.04%,Semiconductors,US,---,"$40,377,665.62","334,751"
,BYQHPG3,Carvana Co,CVNA,0.04%,Automotive Retail,US,---,"$40,339,946.00","552,602"
,2065159,Autodesk Inc,ADSK,0.04%,Application Software,US,---,"$40,277,778.99","174,129"
,2065955,AutoZone Inc,AZO,0.04%,Automotive Retail,US,---,"$40,267,871.61","13,719"
,2567116,Edwards Lifesciences Corp,EW,0.04%,Health Care Equipment,US,---,"$40,188,056.61","464,763"
,2166160,Cameco Corp,CCO,0.04%,Coal & Consumable Fuels,CA,---,"$40,055,019.09","356,477"
,0408284,Standard Chartered PLC,STAN,0.04%,Diversified Banks,GB,---,"$39,908,436.00","1,490,247"
,2795393,Cencora Inc,COR,0.04%,Health Care Distributors,US,---,"$39,888,983.68","148,088"
,7110753,Holcim AG,HOLN,0.04%,Construction Materials,CH,---,"$39,838,875.68","404,747"
,B5BSZB3,Nebius Group NV,NBIS,0.04%,Systems Software,US,---,"$39,656,892.72","171,608"
,6356707,Fujikura Ltd,5803,0.04%,Electrical Components & Equipment,JP,---,"$39,625,723.64","1,329,700"
,6569464,Marubeni Corp,8002,0.04%,Trading Companies & Distributors,JP,---,"$39,560,406.21","1,210,228"
,B283W97,CaixaBank SA,CABK,0.04%,Diversified Banks,ES,---,"$39,266,077.53","2,908,261"
,2317087,Entergy Corp,ETR,0.04%,Electric Utilities,US,---,"$39,195,296.25","359,425"
,2852533,Public Storage,PSA,0.04%,Self-Storage REITs,US,---,"$39,149,892.66","128,914"
,B71JBK1,L'Oreal SA,---,0.04%,Personal Care Products,FR,---,"$39,135,567.68","88,693"
,B1WT5G2,DSV A/S,DSV,0.04%,Air Freight & Logistics,DK,---,"$39,060,945.75","156,145"
,2654364,Cheniere Energy Inc,LNG,0.04%,Oil & Gas Storage & Transportation,US,---,"$38,924,390.30","173,105"
,6248990,KDDI Corp,9433,0.04%,Wireless Telecommunication Services,JP,---,"$38,439,530.49","2,236,100"
,4942904,E.ON SE,EOAN,0.04%,Multi-Utilities,DE,---,"$38,395,595.10","1,808,680"
,2175672,Cardinal Health Inc,CAH,0.04%,Health Care Distributors,US,---,"$38,281,142.40","194,518"
,B03FYZ4,GOODMAN GROUP,GMG,0.04%,Industrial REITs,AU,---,"$37,945,103.87","1,669,786"
,6356934,FANUC Corp,6954,0.04%,Industrial Machinery & Supplies & Components,JP,---,"$37,652,272.79","766,355"
,6639550,Nintendo Co Ltd,7974,0.04%,Interactive Home Entertainment,JP,---,"$37,614,104.44","840,560"
,2614807,Xcel Energy Inc,XEL,0.04%,Electric Utilities,US,---,"$37,605,090.00","473,020"
,6316121,Elite Material Co Ltd,2383,0.04%,Electronic Components,TW,---,"$37,496,429.30","232,000"
,6635677,Renesas Electronics Corp,6723,0.04%,Semiconductors,JP,---,"$37,484,100.86","1,346,523"
,5962343,STMicroelectronics NV,STMMI,0.04%,Semiconductors,IT,---,"$37,417,333.62","545,465"
,0237400,Diageo PLC,DGE,0.04%,Distillers & Vintners,GB,---,"$37,370,183.42","1,823,065"
,5529027,Mercedes-Benz Group AG,MBG,0.04%,Automobile Manufacturers,DE,---,"$37,337,633.08","614,935"
,B154564,Bank of China Ltd,3988,0.04%,Diversified Banks,HK,---,"$37,062,877.26","55,754,410"
,B1Y9TB3,Danone SA,BN,0.04%,Packaged Foods & Meats,FR,---,"$37,041,295.22","520,975"
,2670519,Exelon Corp,EXC,0.04%,Electric Utilities,US,---,"$37,037,681.52","811,518"
,2336747,Fifth Third Bancorp,FITB,0.04%,Diversified Banks,US,---,"$36,997,231.26","740,982"
,2573209,MetLife Inc,MET,0.04%,Life & Health Insurance,US,---,"$36,951,845.68","446,872"
,6858946,Sumitomo Corp,8053,0.04%,Trading Companies & Distributors,JP,---,"$36,883,044.73","836,400"
,7333378,Lonza Group AG,LONN,0.04%,Life Sciences Tools & Services,CH,---,"$36,879,221.00","57,740"
,6661144,ORIX Corp,8591,0.04%,Diversified Financial Services,JP,---,"$36,809,688.35","943,860"
,B1YXBJ7,Air Liquide SA,AI,0.04%,Industrial Gases,FR,---,"$36,768,566.74","177,984"
,B29NF31,Franco-Nevada Corp,FNV,0.04%,Gold,CA,---,"$36,755,182.13","158,669"
,BRF6FX9,Anglogold Ashanti Plc,ANG,0.04%,Gold,ZA,---,"$36,754,468.14","384,174"
,B2972D2,MSCI Inc,MSCI,0.04%,Financial Exchanges & Data,US,---,"$36,681,915.24","58,098"
,5176177,Orange SA,ORA,0.04%,Integrated Telecommunication Services,FR,---,"$36,480,746.04","1,744,189"
,2459202,IDEXX Laboratories Inc,IDXX,0.04%,Health Care Equipment,US,---,"$36,479,551.02","64,734"
,BM93SF4,NetEase Inc,9999,0.04%,Interactive Home Entertainment,HK,---,"$36,342,608.57","1,482,255"
,BSCB6L9,Celestica Inc,CLS,0.04%,Electronic Manufacturing Services,CA,---,"$36,330,431.73","93,970"
,BMTQ7V2,Astera Labs Inc,ALAB,0.04%,Semiconductors,US,---,"$36,310,214.95","105,907"
,B545MG5,Swiss Re AG,SREN,0.04%,Reinsurance,CH,---,"$36,232,551.30","241,814"
,2955733,Westinghouse Air Brake Technologies Corp,WAB,0.04%,Construction Machinery & Heavy Transportation Equipment,US,---,"$36,094,401.28","138,208"
,B11ZRK9,Legrand SA,LR,0.04%,Electrical Components & Equipment,FR,---,"$35,958,082.60","209,205"
,6137720,Unimicron Technology Corp,3037,0.04%,Electronic Components,TW,---,"$35,893,290.77","1,081,682"
,2842040,State Street Corp,STT,0.04%,Asset Management & Custody Banks,US,---,"$35,851,051.44","230,346"
,BN6NP19,NU Holdings Ltd/Cayman Islands,NU,0.04%,Diversified Banks,US,---,"$35,752,793.05","2,722,985"
,BS6VHW3,Ferguson Enterprises Inc,FERG,0.04%,Trading Companies & Distributors,US,---,"$35,443,846.44","156,852"
,4056719,Generali,G,0.04%,Multi-line Insurance,IT,---,"$35,369,073.20","785,365"
,B1VQ252,Sandvik AB,SAND,0.04%,Industrial Machinery & Supplies & Components,SE,---,"$35,339,392.72","868,925"
,BJTM270,Saudi Arabian Oil Co,ARAMCO,0.04%,Integrated Oil & Gas,SA,---,"$34,987,546.98","4,800,643"
,BL56KN2,Alimentation Couche-Tard Inc,ATD,0.04%,Food Retail,CA,---,"$34,981,997.03","619,180"
,4768962,RWE AG,RWE,0.04%,Independent Power Producers & Energy Traders,DE,---,"$34,860,180.16","548,538"
,6536651,BYD Co Ltd,1211,0.04%,Automobile Manufacturers,HK,---,"$34,842,624.56","2,993,180"
,2656423,Old Dominion Freight Line Inc,ODFL,0.04%,Cargo Ground Transportation,US,---,"$34,555,121.40","153,476"
,7380482,Cie de Saint-Gobain SA,SGO,0.04%,Building Products,FR,---,"$34,547,050.87","381,226"
,6474535,Japan Tobacco Inc,2914,0.04%,Tobacco,JP,---,"$34,441,669.34","894,082"
,5069211,Bayer AG,BAYN,0.04%,Pharmaceuticals,DE,---,"$34,433,383.74","809,688"
,B0X7DZ3,Chipotle Mexican Grill Inc,CMG,0.04%,Restaurants,US,---,"$34,397,680.86","1,079,651"
,BMC9P69,Coinbase Global Inc,COIN,0.04%,Financial Exchanges & Data,US,---,"$34,273,785.42","181,314"
,BMGT167,Woodside Energy Group Ltd,WDS,0.04%,Oil & Gas Exploration & Production,AU,---,"$34,245,954.00","1,565,498"
,2965107,Nasdaq Inc,NDAQ,0.04%,Financial Exchanges & Data,US,---,"$33,960,298.68","367,059"
,2087807,Becton Dickinson & Co,BDX,0.04%,Health Care Equipment,US,---,"$33,916,014.96","230,533"
,2122117,Take-Two Interactive Software Inc,TTWO,0.03%,Interactive Home Entertainment,US,---,"$33,751,322.88","150,568"
,BYNZGK1,Block Inc,XYZ,0.03%,Transaction & Payment Processing Services,US,---,"$33,516,473.64","442,637"
